course_name,absolute_course_url,school,school_absolute_url,subject_name,start_date
Elements of AI,https://www.classcentral.com/course/independent-elements-of-ai-12469,EMERITUS,https://www.classcentral.com/university/helsinki,Computer Science Courses,Self paced
Machine Learning,https://www.classcentral.com/course/machine-learning-835,EMERITUS,https://www.classcentral.com/university/stanford,Computer Science Courses,"8th Jun, 2020"
Introduction to Computer Science and Programming Using Python,https://www.classcentral.com/course/edx-introduction-to-computer-science-and-programming-using-python-1341,EMERITUS,https://www.classcentral.com/university/mit,Computer Science Courses,Self paced
CS50's Introduction to Computer Science,https://www.classcentral.com/course/edx-cs50-s-introduction-to-computer-science-442,EMERITUS,https://www.classcentral.com/university/harvard,Computer Science Courses,Self paced
Machine Learning for Musicians and Artists,https://www.classcentral.com/course/kadenze-machine-learning-for-musicians-and-artists-3768,EMERITUS,https://www.classcentral.com/university/goldsmiths,Computer Science Courses,Self paced
Unlocking Information Security: Part Ⅰ,https://www.classcentral.com/course/edx-unlocking-information-security-part-16964,EMERITUS,https://www.classcentral.com/university/telaviv,Computer Science Courses,Self paced
"Algorithms, Part I",https://www.classcentral.com/course/algs4partI-339,EMERITUS,https://www.classcentral.com/university/princeton,Computer Science Courses,"8th Jun, 2020"
Cryptography I,https://www.classcentral.com/course/crypto-616,EMERITUS,https://www.classcentral.com/university/stanford,Computer Science Courses,"8th Jun, 2020"
"Divide and Conquer, Sorting and Searching, and Randomized Algorithms",https://www.classcentral.com/course/algorithms-divide-conquer-374,EMERITUS,https://www.classcentral.com/university/stanford,Computer Science Courses,"1st Jun, 2020"
Functional Programming Principles in Scala,https://www.classcentral.com/course/progfun-422,EMERITUS,https://www.classcentral.com/university/epfl,Computer Science Courses,"1st Jun, 2020"
"Internet History, Technology, and Security",https://www.classcentral.com/course/insidetheinternet-335,EMERITUS,https://www.classcentral.com/university/umich,Computer Science Courses,"8th Jun, 2020"
Introduction to Linux,https://www.classcentral.com/course/edx-introduction-to-linux-1857,EMERITUS,https://www.classcentral.com/institution/linuxfoundation,Computer Science Courses,Self paced
Cyber Security,https://www.classcentral.com/course/swayam-cyber-security-13978,EMERITUS,https://www.classcentral.com/institution/ugc,Computer Science Courses,"1st Jul, 2020"
CS188.1x: Artificial Intelligence,https://www.classcentral.com/course/edx-cs188-1x-artificial-intelligence-445,EMERITUS,https://www.classcentral.com/university/berkeley,Computer Science Courses,Self paced
Principles of Computing (Part 1),https://www.classcentral.com/course/principlescomputing1-1724,EMERITUS,https://www.classcentral.com/university/rice,Computer Science Courses,"22nd Jun, 2020"
Fundamentos TIC para profesionales de negocios: Hardware,https://www.classcentral.com/course/edx-fundamentos-tic-para-profesionales-de-negocios-hardware-8086,EMERITUS,https://www.classcentral.com/university/upv,Computer Science Courses,Self paced
Software Security,https://www.classcentral.com/course/software-security-1728,EMERITUS,https://www.classcentral.com/university/umd,Computer Science Courses,"22nd Jun, 2020"
Introduction to Artificial Intelligence,https://www.classcentral.com/course/udacity-introduction-to-artificial-intelligence-301,EMERITUS,https://www.classcentral.com/university/stanford,Computer Science Courses,Self paced
Transport Systems: Global Issues and Future Innovations,https://www.classcentral.com/course/transport-systems-global-issues-and-future-innova-12705,EMERITUS,https://www.classcentral.com/university/leeds,Computer Science Courses,"25th May, 2020"
Functional Program Design in Scala,https://www.classcentral.com/course/progfun2-1186,EMERITUS,https://www.classcentral.com/university/epfl,Computer Science Courses,"1st Jun, 2020"
Machine Learning Foundations: A Case Study Approach,https://www.classcentral.com/course/ml-foundations-4352,EMERITUS,https://www.classcentral.com/university/uw,Computer Science Courses,"1st Jun, 2020"
Bitcoin and Cryptocurrency Technologies,https://www.classcentral.com/course/bitcointech-3655,EMERITUS,https://www.classcentral.com/university/princeton,Computer Science Courses,"8th Jun, 2020"
Probabilistic Graphical Models 1: Representation,https://www.classcentral.com/course/probabilistic-graphical-models-309,EMERITUS,https://www.classcentral.com/university/stanford,Computer Science Courses,"15th Jun, 2020"
Web Security Fundamentals,https://www.classcentral.com/course/edx-web-security-fundamentals-8726,EMERITUS,https://www.classcentral.com/university/kuleuven,Computer Science Courses,Self paced
Programming for Everybody (Getting Started with Python),https://www.classcentral.com/course/python-4319,EMERITUS,https://www.classcentral.com/university/umich,Programming Courses,"1st Jun, 2020"
Automata Theory,https://www.classcentral.com/course/edx-automata-theory-376,EMERITUS,https://www.classcentral.com/university/stanford,Computer Science Courses,Self paced
Introduction to Machine Learning Course,https://www.classcentral.com/course/udacity-introduction-to-machine-learning-course-2996,EMERITUS,https://www.classcentral.com/university/stanford,Computer Science Courses,Self paced
Python Data Structures,https://www.classcentral.com/course/python-data-4174,EMERITUS,https://www.classcentral.com/university/umich,Programming Courses,"1st Jun, 2020"
The Nature of Code,https://www.classcentral.com/course/kadenze-the-nature-of-code-3777,EMERITUS,https://www.classcentral.com/institution/processing-foundation,Computer Science Courses,Self paced
Computer Science 101,https://www.classcentral.com/course/edx-computer-science-101-2175,EMERITUS,https://www.classcentral.com/university/stanford,Computer Science Courses,Self paced
Mountains 101,https://www.classcentral.com/course/mountains-101-7455,UC Berkeley Executive Education,https://www.classcentral.com/university/ualberta,Science Courses,"22nd Jun, 2020"
An Introduction to Interactive Programming in Python (Part 1),https://www.classcentral.com/course/interactivepython1-408,EMERITUS,https://www.classcentral.com/university/rice,Programming Courses,"22nd Jun, 2020"
Using Python to Access Web Data,https://www.classcentral.com/course/python-network-data-4343,EMERITUS,https://www.classcentral.com/university/umich,Programming Courses,"1st Jun, 2020"
Introduction to Engineering Mechanics,https://www.classcentral.com/course/statics1-564,EMERITUS,https://www.classcentral.com/university/gatech,Engineering Courses,"8th Jun, 2020"
Fundamentos TIC para profesionales de negocios: Desarrollo de Software,https://www.classcentral.com/course/edx-fundamentos-tic-para-profesionales-de-negocios-desarrollo-de-software-8495,EMERITUS,https://www.classcentral.com/university/upv,Computer Science Courses,Self paced
Sample-based Learning Methods,https://www.classcentral.com/course/sample-based-learning-methods-14496,EMERITUS,https://www.classcentral.com/university/ualberta,Computer Science Courses,"8th Jun, 2020"
Forensic Facial Reconstruction: Finding Mr. X,https://www.classcentral.com/course/forensic-facial-reconstruction-7641,UC Berkeley Executive Education,https://www.classcentral.com/university/shef,Science Courses,"8th Jun, 2020"
Nutrition and Health: Human Microbiome,https://www.classcentral.com/course/edx-nutrition-and-health-human-microbiome-9565,UC Berkeley Executive Education,https://www.classcentral.com/university/wageningenur,Science Courses,"6th Jul, 2020"
Using Databases with Python,https://www.classcentral.com/course/python-databases-4272,EMERITUS,https://www.classcentral.com/university/umich,Programming Courses,"1st Jun, 2020"
Python for Everybody,https://www.classcentral.com/course/python-18625,EMERITUS,https://www.classcentral.com/university/umich,Programming Courses,
Matrix Algebra for Engineers,https://www.classcentral.com/course/matrix-algebra-engineers-11986,EMERITUS,https://www.classcentral.com/university/hkust,Engineering Courses,"1st Jun, 2020"
Differential Equations for Engineers,https://www.classcentral.com/course/differential-equations-engineers-13258,EMERITUS,https://www.classcentral.com/university/hkust,Engineering Courses,"1st Jun, 2020"
Introduction to Software Product Management,https://www.classcentral.com/course/introduction-to-software-product-managem-4196,EMERITUS,https://www.classcentral.com/university/ualberta,Computer Science Courses,"15th Jun, 2020"
Extinctions: Past and Present,https://www.classcentral.com/course/extinctions-past-present-8004,UC Berkeley Executive Education,https://www.classcentral.com/university/uct,Science Courses,"3rd Aug, 2020"
Introduction to Complexity,https://www.classcentral.com/course/complexity-explorer-introduction-to-complexity-557,UC Berkeley Executive Education,https://www.classcentral.com/university/sfi,Science Courses,Self paced
Dino 101: Dinosaur Paleobiology,https://www.classcentral.com/course/dino101-1057,UC Berkeley Executive Education,https://www.classcentral.com/university/ualberta,Science Courses,"6th Jun, 2020"
Agile Leadership Principles and Practices,https://www.classcentral.com/course/edx-agile-leadership-principles-and-practices-11920,EMERITUS,https://www.classcentral.com/university/usmd,Programming Courses,Self paced
Introduction to Programming with MATLAB,https://www.classcentral.com/course/matlab-3396,EMERITUS,https://www.classcentral.com/university/vanderbilt,Programming Courses,"1st Jun, 2020"
Understanding Dementia,https://www.classcentral.com/course/independent-understanding-dementia-981,MIT xPRO,https://www.classcentral.com/university/utas,Health & Medicine Courses,"7th Jul, 2020"
Mechanics of Materials I: Fundamentals of Stress & Strain and Axial Loading,https://www.classcentral.com/course/mechanics-1-5031,EMERITUS,https://www.classcentral.com/university/gatech,Engineering Courses,"1st Jun, 2020"
Technical Report Writing for Engineers,https://www.classcentral.com/course/technical-report-writing-for-engineers-9087,EMERITUS,https://www.classcentral.com/university/shef,Engineering Courses,"10th Aug, 2020"
Principles of Computing (Part 2),https://www.classcentral.com/course/principlescomputing2-3198,EMERITUS,https://www.classcentral.com/university/rice,Computer Science Courses,"22nd Jun, 2020"
Cybersecurity Fundamentals,https://www.classcentral.com/course/edx-cybersecurity-fundamentals-7844,EMERITUS,https://www.classcentral.com/university/rit,Computer Science Courses,"18th Aug, 2020"
Quantum Mechanics for Everyone,https://www.classcentral.com/course/edx-quantum-mechanics-for-everyone-8284,UC Berkeley Executive Education,https://www.classcentral.com/university/georgetown,Science Courses,Self paced
Vital Signs: Understanding What the Body Is Telling Us,https://www.classcentral.com/course/vitalsigns-1887,UC Berkeley Executive Education,https://www.classcentral.com/university/penn,Science Courses,"8th Jun, 2020"
Python and Statistics for Financial Analysis,https://www.classcentral.com/course/python-statistics-financial-analysis-12648,EMERITUS,https://www.classcentral.com/university/hkust,Programming Courses,"22nd Jun, 2020"
Preventing Dementia,https://www.classcentral.com/course/independent-preventing-dementia-6565,MIT xPRO,https://www.classcentral.com/university/utas,Health & Medicine Courses,"12th May, 2020"
Understanding Clinical Research: Behind the Statistics,https://www.classcentral.com/course/clinical-research-5037,MIT xPRO,https://www.classcentral.com/university/uct,Health & Medicine Courses,"15th Jun, 2020"
Applications in Engineering Mechanics,https://www.classcentral.com/course/statics2-1148,EMERITUS,https://www.classcentral.com/university/gatech,Engineering Courses,"22nd Jun, 2020"
Circuits and Electronics 1: Basic Circuit Analysis,https://www.classcentral.com/course/edx-circuits-and-electronics-1-basic-circuit-analysis-444,EMERITUS,https://www.classcentral.com/university/mit,Engineering Courses,Self paced
Unlocking Information Security: Part ⅠⅠ,https://www.classcentral.com/course/edx-unlocking-information-security-part-16965,EMERITUS,https://www.classcentral.com/university/telaviv,Computer Science Courses,Self paced
Algorithmic Thinking (Part 1),https://www.classcentral.com/course/algorithmicthink1-1725,EMERITUS,https://www.classcentral.com/university/rice,Computer Science Courses,"22nd Jun, 2020"
The Science of Everyday Thinking,https://www.classcentral.com/course/edx-the-science-of-everyday-thinking-1332,UC Berkeley Executive Education,https://www.classcentral.com/university/uq,Science Courses,Self paced
Introduction to Biology - The Secret of Life,https://www.classcentral.com/course/edx-introduction-to-biology-the-secret-of-life-637,UC Berkeley Executive Education,https://www.classcentral.com/university/mit,Science Courses,Self paced
"Agile Process, Project, and Program Controls",https://www.classcentral.com/course/edx-agile-process-project-and-program-controls-11921,EMERITUS,https://www.classcentral.com/university/usmd,Programming Courses,Self paced
Understanding IELTS: Reading,https://www.classcentral.com/course/understanding-ielts-reading-17038,Columbia Business School Executive Education,https://www.classcentral.com/institution/british-council,Education & Teaching Courses,"1st Jun, 2020"
Understanding Multiple Sclerosis (MS),https://www.classcentral.com/course/independent-understanding-multiple-sclerosis-ms-13338,MIT xPRO,https://www.classcentral.com/university/utas,Health & Medicine Courses,"14th Sep, 2020"
"Nutrition, Exercise and Sports",https://www.classcentral.com/course/edx-nutrition-exercise-and-sports-14381,MIT xPRO,https://www.classcentral.com/university/wageningenur,Health & Medicine Courses,"7th Jul, 2020"
Introducción a los encofrados y las cimbras en obra civil y edificación,https://www.classcentral.com/course/edx-introduccion-a-los-encofrados-y-las-cimbras-en-obra-civil-y-edificacion-11880,EMERITUS,https://www.classcentral.com/university/upv,Engineering Courses,Self paced
Machine Learning for Data Science and Analytics,https://www.classcentral.com/course/edx-machine-learning-for-data-science-and-analytics-4912,EMERITUS,https://www.classcentral.com/university/columbia,Computer Science Courses,Self paced
The Science of the Solar System,https://www.classcentral.com/course/solarsystem-1813,UC Berkeley Executive Education,https://www.classcentral.com/university/caltech,Science Courses,"29th Jun, 2020"
ANIMATIONs,https://www.classcentral.com/course/swayam-animations-13880,EMERITUS,https://www.classcentral.com/university/bhui,Programming Courses,"1st Aug, 2020"
Computing in Python I: Fundamentals and Procedural Programming,https://www.classcentral.com/course/edx-computing-in-python-i-fundamentals-and-procedural-programming-11469,EMERITUS,https://www.classcentral.com/university/gatech,Programming Courses,Self paced
Understanding IELTS: Speaking,https://www.classcentral.com/course/understanding-ielts-speaking-17037,Columbia Business School Executive Education,https://www.classcentral.com/institution/british-council,Education & Teaching Courses,"1st Jun, 2020"
Teaching for Success: Lessons and Teaching,https://www.classcentral.com/course/english-language-teaching-3659,Columbia Business School Executive Education,https://www.classcentral.com/institution/british-council,Education & Teaching Courses,"18th May, 2020"
The Musculoskeletal System: The Science of Staying Active into Old Age,https://www.classcentral.com/course/musculoskeletal-6738,MIT xPRO,https://www.classcentral.com/university/newcastle,Health & Medicine Courses,"8th Jun, 2020"
R Programming,https://www.classcentral.com/course/rprog-1713,Kellogg School of Management,https://www.classcentral.com/university/jhu,Data Science Courses,"1st Jun, 2020"
Sustainability in Architecture: An Interdisciplinary Introduction,https://www.classcentral.com/course/edx-sustainability-in-architecture-an-interdisciplinary-introduction-11438,New York University Tandon School of Engineering,https://www.classcentral.com/university/upv,Art & Design Courses,Self paced
Introducción a la energía solar fotovoltaica: El módulo fotovoltaico,https://www.classcentral.com/course/edx-introduccion-a-la-energia-solar-fotovoltaica-el-modulo-fotovoltaico-11841,EMERITUS,https://www.classcentral.com/university/upv,Engineering Courses,Self paced
Introduction to Indoor Air Quality,https://www.classcentral.com/course/intro-indoor-air-quality-9706,EMERITUS,https://www.classcentral.com/university/hkust,Engineering Courses,"8th Jun, 2020"
Design of Computer Programs,https://www.classcentral.com/course/udacity-design-of-computer-programs-323,EMERITUS,https://www.classcentral.com/university/stanford,Computer Science Courses,Self paced
"Cloud Computing Applications, Part 1: Cloud Systems and Infrastructure",https://www.classcentral.com/course/cloud-applications-part1-2738,EMERITUS,https://www.classcentral.com/university/illinois,Computer Science Courses,"8th Jun, 2020"
Molecular Biology - Part 1: DNA Replication and Repair,https://www.classcentral.com/course/edx-molecular-biology-part-1-dna-replication-and-repair-2907,UC Berkeley Executive Education,https://www.classcentral.com/university/mit,Science Courses,"14th Jul, 2020"
Astrobiology and the Search for Extraterrestrial Life,https://www.classcentral.com/course/astrobio-415,UC Berkeley Executive Education,https://www.classcentral.com/university/edinburgh,Science Courses,"8th Jun, 2020"
Learn to Program: The Fundamentals,https://www.classcentral.com/course/programming1-385,EMERITUS,https://www.classcentral.com/university/utoronto,Programming Courses,"1st Jun, 2020"
English in Early Childhood: Language Learning and Development,https://www.classcentral.com/course/english-in-early-childhood-6910,COVID-19 Special Discount on Premium Online Tech Courses,https://www.classcentral.com/institution/british-council,Humanities Courses,"22nd Jun, 2020"
What is a Mind?,https://www.classcentral.com/course/what-is-a-mind-3314,Kellogg School of Management,https://www.classcentral.com/university/uct,Social Sciences Courses,"3rd Aug, 2020"
Teaching for Success: the Classroom and the World,https://www.classcentral.com/course/english-language-teaching-classroom-6380,Columbia Business School Executive Education,https://www.classcentral.com/institution/british-council,Education & Teaching Courses,"13th Jul, 2020"
Maintaining a Mindful Life,https://www.classcentral.com/course/mindfulness-life-9078,MIT xPRO,https://www.classcentral.com/university/monash,Health & Medicine Courses,Self paced
Mindfulness for Wellbeing and Peak Performance,https://www.classcentral.com/course/mindfulness-wellbeing-performance-3714,MIT xPRO,https://www.classcentral.com/university/monash,Health & Medicine Courses,"15th Jun, 2020"
The Data Scientist’s Toolbox,https://www.classcentral.com/course/datascitoolbox-1712,Kellogg School of Management,https://www.classcentral.com/university/jhu,Data Science Courses,"1st Jun, 2020"
The Analytics Edge,https://www.classcentral.com/course/edx-the-analytics-edge-1623,Kellogg School of Management,https://www.classcentral.com/university/mit,Data Science Courses,"23rd Jun, 2020"
Gamification,https://www.classcentral.com/course/gamification-343,New York University Tandon School of Engineering,https://www.classcentral.com/university/penn,Art & Design Courses,"15th Jun, 2020"
How to Write Your First Song,https://www.classcentral.com/course/songwriting-3369,New York University Tandon School of Engineering,https://www.classcentral.com/university/shef,Art & Design Courses,"10th Aug, 2020"
Mechanics of Materials II: Thin-Walled Pressure Vessels and Torsion,https://www.classcentral.com/course/mechanics2-5385,EMERITUS,https://www.classcentral.com/university/gatech,Engineering Courses,"8th Jun, 2020"
Advanced Engineering Systems in Motion: Dynamics of Three Dimensional (3D) Motion,https://www.classcentral.com/course/3dmotion-2064,EMERITUS,https://www.classcentral.com/university/gatech,Engineering Courses,"22nd Jun, 2020"
Mathematics for Machine Learning: Multivariate Calculus,https://www.classcentral.com/course/multivariate-calculus-machine-learning-10452,EMERITUS,https://www.classcentral.com/university/imperial,Computer Science Courses,"8th Jun, 2020"
Fundamentos TIC para profesionales de negocios: Aplicaciones empresariales,https://www.classcentral.com/course/edx-fundamentos-tic-para-profesionales-de-negocios-aplicaciones-empresariales-7475,EMERITUS,https://www.classcentral.com/university/upv,Computer Science Courses,Self paced
Best Practices for Biomedical Research Data Management (HE),https://www.classcentral.com/course/canvas-network-best-practices-for-biomedical-research-data-management-he-10172,UC Berkeley Executive Education,https://www.classcentral.com/university/harvard-medical,Science Courses,Self paced
Introduction to Genetics and Evolution,https://www.classcentral.com/course/geneticsevolution-381,UC Berkeley Executive Education,https://www.classcentral.com/university/duke,Science Courses,"15th Jun, 2020"
Sprint Planning for Faster Agile Team Delivery,https://www.classcentral.com/course/edx-sprint-planning-for-faster-agile-team-delivery-11918,EMERITUS,https://www.classcentral.com/university/usmd,Programming Courses,Self paced
An Introduction to Interactive Programming in Python (Part 2),https://www.classcentral.com/course/interactivepython2-3196,EMERITUS,https://www.classcentral.com/university/rice,Programming Courses,"22nd Jun, 2020"
Academic Writing,https://www.classcentral.com/course/swayam-academic-writing-13881,COVID-19 Special Discount on Premium Online Tech Courses,https://www.classcentral.com/institution/ugc,Humanities Courses,"19th Jul, 2020"
English for the Workplace,https://www.classcentral.com/course/workplace-english-6911,COVID-19 Special Discount on Premium Online Tech Courses,https://www.classcentral.com/institution/british-council,Humanities Courses,"1st Jun, 2020"
HOPE: Human Odyssey to Political Existentialism,https://www.classcentral.com/course/edx-hope-human-odyssey-to-political-existentialism-11584,Kellogg School of Management,https://www.classcentral.com/university/princeton,Social Sciences Courses,Self paced
Exploring Play: The Importance of Play in Everyday Life,https://www.classcentral.com/course/play-2134,Kellogg School of Management,https://www.classcentral.com/university/shef,Social Sciences Courses,Self paced
Teaching for Success: Learning and Learners,https://www.classcentral.com/course/english-language-teaching-learning-6379,Columbia Business School Executive Education,https://www.classcentral.com/institution/british-council,Education & Teaching Courses,"15th Jun, 2020"
Migrants and Refugees in Education: A toolkit for teachers,https://www.classcentral.com/course/migrants-and-refugees-in-education-11825,Columbia Business School Executive Education,https://www.classcentral.com/institution/british-council,Education & Teaching Courses,Self paced
"Nutrition, Heart Disease and Diabetes",https://www.classcentral.com/course/edx-nutrition-heart-disease-and-diabetes-11592,MIT xPRO,https://www.classcentral.com/university/wageningenur,Health & Medicine Courses,"6th Jul, 2020"
Nutrition and Health: Macronutrients and Overnutrition,https://www.classcentral.com/course/edx-nutrition-and-health-macronutrients-and-overnutrition-2154,MIT xPRO,https://www.classcentral.com/university/wageningenur,Health & Medicine Courses,"6th Jul, 2020"
Food as Medicine,https://www.classcentral.com/course/food-as-medicine-5742,MIT xPRO,https://www.classcentral.com/university/monash,Health & Medicine Courses,"8th Jun, 2020"
Become a Data Analyst,https://www.classcentral.com/course/data-analyst-nanodegree--nd002-18208,Kellogg School of Management,https://www.classcentral.com/institution/kaggle,Data Science Courses,
Getting and Cleaning Data,https://www.classcentral.com/course/getdata-1714,Kellogg School of Management,https://www.classcentral.com/university/jhu,Data Science Courses,"1st Jun, 2020"
Python for Data Science,https://www.classcentral.com/course/edx-python-for-data-science-8209,Kellogg School of Management,https://www.classcentral.com/university/ucsd,Data Science Courses,"26th Aug, 2020"
Introduction to Real-Time Audio Programming in ChucK,https://www.classcentral.com/course/kadenze-introduction-to-real-time-audio-programming-in-chuck-3749,New York University Tandon School of Engineering,https://www.classcentral.com/university/calarts,Art & Design Courses,Self paced
Sound Production in Ableton Live for Musicians and Artists,https://www.classcentral.com/course/kadenze-sound-production-in-ableton-live-for-musicians-and-artists-3765,New York University Tandon School of Engineering,https://www.classcentral.com/university/calarts,Art & Design Courses,Self paced
Introduction to Classical Music,https://www.classcentral.com/course/introclassicalmusic-2987,New York University Tandon School of Engineering,https://www.classcentral.com/university/yale,Art & Design Courses,"15th Jun, 2020"
Engineering Systems in Motion: Dynamics of Particles and Bodies in 2D Motion,https://www.classcentral.com/course/dynamics-7788,EMERITUS,https://www.classcentral.com/university/gatech,Engineering Courses,"22nd Jun, 2020"
Vector Calculus for Engineers,https://www.classcentral.com/course/vector-calculus-engineers-17387,EMERITUS,https://www.classcentral.com/university/hkust,Engineering Courses,"22nd Jun, 2020"
Mechanics of Materials III: Beam Bending,https://www.classcentral.com/course/beam-bending-6184,EMERITUS,https://www.classcentral.com/university/gatech,Engineering Courses,"15th Jun, 2020"
Convolutional Neural Networks,https://www.classcentral.com/course/convolutional-neural-networks-9057,EMERITUS,https://www.classcentral.com/institution/deeplearning-ai,Computer Science Courses,"8th Jun, 2020"
Cryptography,https://www.classcentral.com/course/cryptography-1730,EMERITUS,https://www.classcentral.com/university/umd,Computer Science Courses,"8th Jun, 2020"
Introducción a la Estructura de la Materia,https://www.classcentral.com/course/edx-introduccion-a-la-estructura-de-la-materia-3066,UC Berkeley Executive Education,https://www.classcentral.com/university/upv,Science Courses,Self paced
Understanding the Brain: The Neurobiology of Everyday Life,https://www.classcentral.com/course/neurobio-1606,UC Berkeley Executive Education,https://www.classcentral.com/university/chicago,Science Courses,"8th Jun, 2020"
Agile Innovation and Problem Solving Skills,https://www.classcentral.com/course/edx-agile-innovation-and-problem-solving-skills-11919,EMERITUS,https://www.classcentral.com/university/usmd,Programming Courses,Self paced
Programming Mobile Applications for Android Handheld Systems: Part 1,https://www.classcentral.com/course/androidpart1-1178,EMERITUS,https://www.classcentral.com/university/umd,Programming Courses,"15th Jun, 2020"
Applied Scrum for Agile Project Management,https://www.classcentral.com/course/edx-applied-scrum-for-agile-project-management-11917,London Business School,https://www.classcentral.com/university/usmd,Business Courses,Self paced
Learning How to Learn: Powerful mental tools to help you master tough subjects,https://www.classcentral.com/course/learning-how-to-learn-2161,Imperial College Business School Executive Education,https://www.classcentral.com/university/ucsd,Personal Development Courses,"1st Jun, 2020"
A Life of Happiness and Fulfillment,https://www.classcentral.com/course/happiness-2860,COVID-19 Special Discount on Premium Online Tech Courses,https://www.classcentral.com/university/isb,Humanities Courses,"1st Jun, 2020"
Exploring English: Language and Culture,https://www.classcentral.com/course/explore-english-language-culture-2135,COVID-19 Special Discount on Premium Online Tech Courses,https://www.classcentral.com/institution/british-council,Humanities Courses,"18th May, 2020"
Model Thinking,https://www.classcentral.com/course/modelthinking-317,Kellogg School of Management,https://www.classcentral.com/university/umich,Social Sciences Courses,"8th Jun, 2020"
"Educación de calidad para todos: equidad, inclusión y atención a la diversidad",https://www.classcentral.com/course/edx-educacion-de-calidad-para-todos-equidad-inclusion-y-atencion-a-la-diversidad-3920,Columbia Business School Executive Education,https://www.classcentral.com/university/uam,Education & Teaching Courses,Self paced
"Education for All: Disability, Diversity and Inclusion",https://www.classcentral.com/course/education-for-all-5664,Columbia Business School Executive Education,https://www.classcentral.com/university/uct,Education & Teaching Courses,"3rd Aug, 2020"
Discover Dentistry,https://www.classcentral.com/course/discover-dentistry-1249,MIT xPRO,https://www.classcentral.com/university/shef,Health & Medicine Courses,"15th Jun, 2020"
Introducción a la Regulación Emocional basada en Mindfulness,https://www.classcentral.com/course/edx-introduccion-a-la-regulacion-emocional-basada-en-mindfulness-13432,MIT xPRO,https://www.classcentral.com/university/uam,Health & Medicine Courses,Self paced
Introduction to Big Data,https://www.classcentral.com/course/intro-to-big-data-4164,Kellogg School of Management,https://www.classcentral.com/university/ucsd,Data Science Courses,"8th Jun, 2020"
Radio para internet con Podcast: creación y conceptos básicos,https://www.classcentral.com/course/edx-radio-para-internet-con-podcast-creacion-y-conceptos-basicos-11824,New York University Tandon School of Engineering,https://www.classcentral.com/university/upv,Art & Design Courses,Self paced
Spatial Data Science: The New Frontier in Analytics,https://www.classcentral.com/course/independent-spatial-data-science-the-new-frontier-in-analytics-17227,EMERITUS,https://www.classcentral.com/institution/esri,Engineering Courses,"28th Oct, 2020"
Cybersecurity and Its Ten Domains,https://www.classcentral.com/course/ksucybersec-3206,EMERITUS,https://www.classcentral.com/university/usg,Computer Science Courses,"15th Jun, 2020"
Técnicas Cuantitativas y Cualitativas para la Investigación,https://www.classcentral.com/course/edx-tecnicas-cuantitativas-y-cualitativas-para-la-investigacion-6601,UC Berkeley Executive Education,https://www.classcentral.com/university/upv,Science Courses,Self paced
Computing in Python IV: Objects & Algorithms,https://www.classcentral.com/course/edx-computing-in-python-iv-objects-algorithms-11472,EMERITUS,https://www.classcentral.com/university/gatech,Programming Courses,Self paced
Ruby on Rails: An Introduction,https://www.classcentral.com/course/ruby-on-rails-intro-4258,EMERITUS,https://www.classcentral.com/university/jhu,Programming Courses,"1st Jun, 2020"
Excel: Fundamentos y herramientas,https://www.classcentral.com/course/edx-excel-fundamentos-y-herramientas-2962,London Business School,https://www.classcentral.com/university/upv,Business Courses,Self paced
Mindshift: Break Through Obstacles to Learning and Discover Your Hidden Potential,https://www.classcentral.com/course/mindshift-8289,Imperial College Business School Executive Education,https://www.classcentral.com/university/mcmaster,Personal Development Courses,"1st Jun, 2020"
Exploring English: Shakespeare,https://www.classcentral.com/course/explore-english-shakespeare-4847,COVID-19 Special Discount on Premium Online Tech Courses,https://www.classcentral.com/institution/british-council,Humanities Courses,Self paced
Gender and Sexuality: Applications in Society,https://www.classcentral.com/course/edx-gender-and-sexuality-applications-in-society-12333,Kellogg School of Management,https://www.classcentral.com/university/ubc,Social Sciences Courses,Self paced
Supporting Successful Learning in Primary School,https://www.classcentral.com/course/supporting-learning-primary-13229,Columbia Business School Executive Education,https://www.classcentral.com/university/reading,Education & Teaching Courses,"20th Jul, 2020"
Nutrition and Cancer,https://www.classcentral.com/course/edx-nutrition-and-cancer-11591,MIT xPRO,https://www.classcentral.com/university/wageningenur,Health & Medicine Courses,"6th Jul, 2020"
Python for Data Science,https://www.classcentral.com/course/swayam-python-for-data-science-14266,Kellogg School of Management,https://www.classcentral.com/university/iitm,Data Science Courses,"19th Jul, 2020"
Fundamentals of Music Theory,https://www.classcentral.com/course/musictheory-1358,New York University Tandon School of Engineering,https://www.classcentral.com/university/edinburgh,Art & Design Courses,"15th Jun, 2020"
Going Places with Spatial Analysis,https://www.classcentral.com/course/independent-going-places-with-spatial-analysis-2341,EMERITUS,https://www.classcentral.com/institution/esri,Engineering Courses,"12th Aug, 2020"
Software Processes and Agile Practices,https://www.classcentral.com/course/software-processes-and-agile-practices-4187,EMERITUS,https://www.classcentral.com/university/ualberta,Computer Science Courses,"15th Jun, 2020"
Introduction to Animal Behaviour,https://www.classcentral.com/course/edx-introduction-to-animal-behaviour-6033,UC Berkeley Executive Education,https://www.classcentral.com/university/wageningenur,Science Courses,Self paced
Intro to HTML and CSS,https://www.classcentral.com/course/udacity-intro-to-html-and-css-2659,EMERITUS,https://www.classcentral.com/subject/programming-and-software-development,Programming Courses,Self paced
