course_name,absolute_course_url,school,school_absolute_url,subject_name,start_date
Sistemas Coloidales en Alimentos. Del Laboratorio a la Cocina,https://www.classcentral.com/course/miriadax-sistemas-coloidales-en-alimentos-del-laboratorio-a-la-cocina-9010,Kellogg School of Management,https://www.classcentral.com/university/ucm,Science Courses,Self paced
Gestión del Clima Organizacional y el Bienestar en el trabajo,https://www.classcentral.com/course/miriadax-gestion-del-clima-organizacional-y-el-bienestar-en-el-trabajo-14878,Kellogg School of Management,https://www.classcentral.com/university/ubp,Science Courses,Self paced
Understanding Autism,https://www.classcentral.com/course/autism-8239,MIT xPRO,https://www.classcentral.com/university/kent,Health & Medicine Courses,Self paced
Understanding ADHD: Current Research and Practice,https://www.classcentral.com/course/understanding-adhd-13328,MIT xPRO,https://www.classcentral.com/university/kcl,Health & Medicine Courses,Self paced
Animal Viruses: Their Transmission and the Diseases They Produce,https://www.classcentral.com/course/animal-viruses-7493,MIT xPRO,https://www.classcentral.com/university/ucm,Health & Medicine Courses,Self paced
Performance Assessment in the NGSS Classroom: Implications for Practice,https://www.classcentral.com/course/edx-performance-assessment-in-the-ngss-classroom-implications-for-practice-17140,Kellogg School of Management at Northwestern,https://www.classcentral.com/university/stanford,Education & Teaching Courses,Self paced
Developing Instructionally-Embedded Performance Assessments for the NGSS Classroom,https://www.classcentral.com/course/edx-developing-instructionally-embedded-performance-assessments-for-the-ngss-classroom-17228,Kellogg School of Management at Northwestern,https://www.classcentral.com/university/stanford,Education & Teaching Courses,Self paced
Intro to DevOps,https://www.classcentral.com/course/udacity-intro-to-devops-4013,UC Berkeley Executive Education,https://www.classcentral.com/institution/nutanix,Computer Science Courses,Self paced
Configuring Linux Web Servers,https://www.classcentral.com/course/udacity-configuring-linux-web-servers-4050,UC Berkeley Executive Education,https://www.classcentral.com/subject/cs?page=10,Computer Science Courses,Self paced
Xi Jinping's Thought on Socialism with Chinese Characteristics for a New era|习近平新时代中国特色社会主义思想,https://www.classcentral.com/course/edx-xi-jinping-s-thought-on-socialism-with-chinese-characteristics-for-a-new-era--11878,Cornell University,https://www.classcentral.com/university/tsu,Social Sciences Courses,Self paced
"Belong / Appartenir: Community, Race, and Space in the U.S. and France",https://www.classcentral.com/course/edx-belong-appartenir-community-race-and-space-in-the-u-s-and-france-11879,Cornell University,https://www.classcentral.com/university/davidson,Social Sciences Courses,Self paced
Civil Liberties,https://www.classcentral.com/course/edx-civil-liberties-11764,Cornell University,https://www.classcentral.com/university/princeton,Social Sciences Courses,Self paced
PH525x: Data Analysis for Genomics,https://www.classcentral.com/course/edx-ph525x-data-analysis-for-genomics-1615,UC Berkeley Executive Education,https://www.classcentral.com/university/harvard,Data Science Courses,"7th Apr, 2014"
Web Intelligence and Big Data,https://www.classcentral.com/course/bigdata-454,UC Berkeley Executive Education,https://www.classcentral.com/university/iitd,Data Science Courses,"20th Apr, 2014"
Core Concepts in Data Analysis,https://www.classcentral.com/course/datan-1386,UC Berkeley Executive Education,https://www.classcentral.com/university/hse,Data Science Courses,"21st Apr, 2014"
Firebase Analytics: iOS,https://www.classcentral.com/course/udacity-firebase-analytics-ios-8438,UC Berkeley Executive Education,https://www.classcentral.com/institution/google,Programming Courses,Self paced
Marketing - Delivering the Value Proposition,https://www.classcentral.com/course/edx-marketing-delivering-the-value-proposition-20048,Columbia Business School Executive Education,https://www.classcentral.com/university/doane,Business Courses,"1st Jul, 2020"
Marketing Essentials Final Exam,https://www.classcentral.com/course/edx-marketing-essentials-final-exam-20049,Columbia Business School Executive Education,https://www.classcentral.com/university/doane,Business Courses,"1st Jul, 2020"
Fundamentals of Current Flow,https://www.classcentral.com/course/edx-fundamentals-of-current-flow-11781,UC Berkeley Executive Education,https://www.classcentral.com/university/purdue,Engineering Courses,"6th Jul, 2020"
"Data Science for Construction, Architecture and Engineering",https://www.classcentral.com/course/edx-data-science-for-construction-architecture-and-engineering-19193,UC Berkeley Executive Education,https://www.classcentral.com/university/nus,Engineering Courses,"8th Jul, 2020"
"Making Meaning: An Introduction to Designing Objects, Part II",https://www.classcentral.com/course/kadenze-making-meaning-an-introduction-to-designing-objects-part-ii-10464,New York University Tandon School of Engineering,https://www.classcentral.com/university/saic,Art & Design Courses,Self paced
First Nights - Beethoven's 9th Symphony and the 19th Century Orchestra,https://www.classcentral.com/course/edx-first-nights-beethoven-s-9th-symphony-and-the-19th-century-orchestra-5383,New York University Tandon School of Engineering,https://www.classcentral.com/university/harvard,Art & Design Courses,Self paced
First Nights - Berlioz’s Symphonie Fantastique and Program Music in the 19th Century,https://www.classcentral.com/course/edx-first-nights-berlioz-s-symphonie-fantastique-and-program-music-in-the-19th-century-6612,New York University Tandon School of Engineering,https://www.classcentral.com/university/harvard,Art & Design Courses,Self paced
Numeracy Skills for Employability and the Workplace,https://www.classcentral.com/course/futurelearn-numeracy-skills-for-employability-and-the-workplace-3413,UC Berkeley Executive Education,https://www.classcentral.com/university/loughborough,Personal Development Courses,"6th Mar, 2017"
Data Journalism Fundamentals,https://www.classcentral.com/course/independent-data-journalism-fundamentals-6141,UC Berkeley Executive Education,https://www.classcentral.com/institution/google,Personal Development Courses,"1st May, 2017"
Investigación científica 2.0.1: procesos clave en una sociedad digital,https://www.classcentral.com/course/miriadax-investigacion-cientifica-2-0-1-procesos-clave-en-una-sociedad-digital-14879,Kellogg School of Management,https://www.classcentral.com/university/udg,Science Courses,Self paced
Retos medioambientales en un mundo cambiante,https://www.classcentral.com/course/miriadax-retos-medioambientales-en-un-mundo-cambiante-14791,Kellogg School of Management,https://www.classcentral.com/university/unav,Science Courses,Self paced
Health in Humanitarian Crises,https://www.classcentral.com/course/health-crises-7625,MIT xPRO,https://www.classcentral.com/university/london-school-hygiene-tropical-medicine,Health & Medicine Courses,Self paced
COVID-19: Diagnostics and Testing,https://www.classcentral.com/course/covid-19-diagnostics-and-testing-19349,MIT xPRO,https://www.classcentral.com/university/london-school-hygiene-tropical-medicine,Health & Medicine Courses,Self paced
"'Talk to me': Managing Study, Stress, and Mental Health at University",https://www.classcentral.com/course/edx-talk-to-me-managing-study-stress-and-mental-health-at-university-18976,MIT xPRO,https://www.classcentral.com/university/curtin,Health & Medicine Courses,Self paced
Educación en un mundo conectado March 2017 (HE) (Vista previa sólo),https://www.classcentral.com/course/canvas-network-educacion-en-un-mundo-conectado-march-2017-he-vista-previa-solo-3677,Kellogg School of Management at Northwestern,https://www.classcentral.com/university/murcia,Education & Teaching Courses,Self paced
Metadatos para recursos educativos (Vista previa sólo),https://www.classcentral.com/course/canvas-network-metadatos-para-recursos-educativos-vista-previa-solo-4978,Kellogg School of Management at Northwestern,https://www.classcentral.com/university/uah,Education & Teaching Courses,Self paced
"Developing International Software, Part 1",https://www.classcentral.com/course/edx-developing-international-software-part-1-3996,UC Berkeley Executive Education,https://www.classcentral.com/institution/microsoft,Computer Science Courses,Self paced
"Computing: Art, Magic, Science - Part II",https://www.classcentral.com/course/edx-computing-art-magic-science-part-ii-4084,UC Berkeley Executive Education,https://www.classcentral.com/university/ethzurich,Computer Science Courses,Self paced
Gender and Environment,https://www.classcentral.com/course/independent-gender-and-environment-12072,Cornell University,https://www.classcentral.com/institution/united-nations,Social Sciences Courses,Self paced
The Presidency and the Shape of the Supreme Court,https://www.classcentral.com/course/edx-the-presidency-and-the-shape-of-the-supreme-court-11429,Cornell University,https://www.classcentral.com/university/trincoll,Social Sciences Courses,Self paced
Introduction to Social Research Methods,https://www.classcentral.com/course/edx-introduction-to-social-research-methods-9132,Cornell University,https://www.classcentral.com/university/edinburgh,Social Sciences Courses,Self paced
Bioinformatics: Life Sciences on Your Computer,https://www.classcentral.com/course/bioinform-2012,UC Berkeley Executive Education,https://www.classcentral.com/university/jhu,Data Science Courses,"9th Jun, 2014"
Introduction to Data Science,https://www.classcentral.com/course/datasci-451,UC Berkeley Executive Education,https://www.classcentral.com/university/uw,Data Science Courses,"30th Jun, 2014"
The Caltech-JPL Summer School on Big Data Analytics,https://www.classcentral.com/course/bigdataschool-2482,UC Berkeley Executive Education,https://www.classcentral.com/university/caltech,Data Science Courses,"2nd Sep, 2014"
Firebase Analytics: Android,https://www.classcentral.com/course/udacity-firebase-analytics-android-8439,UC Berkeley Executive Education,https://www.classcentral.com/institution/google,Programming Courses,Self paced
Passwordless Login Solutions for iOS,https://www.classcentral.com/course/udacity-passwordless-login-solutions-for-ios-8474,UC Berkeley Executive Education,https://www.classcentral.com/institution/facebook,Programming Courses,Self paced
Passwordless Login Solutions for Android,https://www.classcentral.com/course/udacity-passwordless-login-solutions-for-android-8475,UC Berkeley Executive Education,https://www.classcentral.com/institution/facebook,Programming Courses,Self paced
Marketing Foundations,https://www.classcentral.com/course/edx-marketing-foundations-20050,Columbia Business School Executive Education,https://www.classcentral.com/university/doane,Business Courses,"2nd Jul, 2020"
Business Research Methods,https://www.classcentral.com/course/swayam-business-research-methods-19811,Columbia Business School Executive Education,https://www.classcentral.com/institution/cec,Business Courses,"5th Jul, 2020"
Fundamentals of Fluid Power,https://www.classcentral.com/course/fluidpower-1770,UC Berkeley Executive Education,https://www.classcentral.com/university/minnesota,Engineering Courses,"13th Jul, 2020"
Engineering Mathematics - I,https://www.classcentral.com/course/swayam-engineering-mathematics-i-13000,UC Berkeley Executive Education,https://www.classcentral.com/university/iit-kharagpur,Engineering Courses,"19th Jul, 2020"
Applications in Communication Acoustics,https://www.classcentral.com/course/edx-applications-in-communication-acoustics-9293,New York University Tandon School of Engineering,https://www.classcentral.com/university/aachen,Art & Design Courses,Self paced
Teaching Piano Skills,https://www.classcentral.com/course/kadenze-teaching-piano-skills-17260,New York University Tandon School of Engineering,https://www.classcentral.com/subject/art-and-design?page=8,Art & Design Courses,Self paced
Romantic Piano Masters,https://www.classcentral.com/course/kadenze-romantic-piano-masters-17261,New York University Tandon School of Engineering,https://www.classcentral.com/subject/art-and-design?page=8,Art & Design Courses,Self paced
Becoming a Digital Citizen: an Introduction to the Digital Society,https://www.classcentral.com/course/digital-society-7434,UC Berkeley Executive Education,https://www.classcentral.com/university/york,Personal Development Courses,"10th Jul, 2017"
Data Tells a Story: Reading Data in the Social Sciences and Humanities,https://www.classcentral.com/course/futurelearn-data-tells-a-story-reading-data-in-the-social-sciences-and-humanities-6504,UC Berkeley Executive Education,https://www.classcentral.com/university/loughborough,Personal Development Courses,"4th Sep, 2017"
Improve Your Research Skills,https://www.classcentral.com/course/canvas-network-improve-your-research-skills-9033,UC Berkeley Executive Education,https://www.classcentral.com/university/vub,Personal Development Courses,"11th Sep, 2017"
Geometría diferencial y Mecánica: una introducción,https://www.classcentral.com/course/miriadax-geometria-diferencial-y-mecanica-una-introduccion-14795,Kellogg School of Management,https://www.classcentral.com/university/universidad-laguna,Science Courses,Self paced
Estudio y aprovechamiento del agua en Islas y Terrenos Volcánicos,https://www.classcentral.com/course/miriadax-estudio-y-aprovechamiento-del-agua-en-islas-y-terrenos-volcanicos-14798,Kellogg School of Management,https://www.classcentral.com/university/universidad-laguna,Science Courses,Self paced
How genomes evolved,https://www.classcentral.com/course/miriadax-how-genomes-evolved-14825,Kellogg School of Management,https://www.classcentral.com/university/unav,Science Courses,Self paced
Clinical Supervision: Assessing and Providing Feedback,https://www.classcentral.com/course/clinical-supervision-assessment-feedback-9393,MIT xPRO,https://www.classcentral.com/university/uea,Health & Medicine Courses,Self paced
Managing Change in a Healthcare Environment,https://www.classcentral.com/course/managing-change-healthcare-9395,MIT xPRO,https://www.classcentral.com/university/uea,Health & Medicine Courses,Self paced
Safe and Resilient Schools: Threat Assessment and School Safety (K-12),https://www.classcentral.com/course/canvas-network-safe-and-resilient-schools-threat-assessment-and-school-safety-k-12-19122,Kellogg School of Management at Northwestern,https://www.classcentral.com/university/boulder,Education & Teaching Courses,Self paced
Coaching Skills for Learner-Centred Conversations,https://www.classcentral.com/course/edx-coaching-skills-for-learner-centred-conversations-19024,Kellogg School of Management at Northwestern,https://www.classcentral.com/university/imperial,Education & Teaching Courses,Self paced
"The Beauty and Joy of Computing (CS Principles), Part 1",https://www.classcentral.com/course/edx-the-beauty-and-joy-of-computing-cs-principles-part-1-2528,UC Berkeley Executive Education,https://www.classcentral.com/university/berkeley,Computer Science Courses,Self paced
Introduction to Theoretical Computer Science 理论计算机科学基础,https://www.classcentral.com/course/edx-introduction-to-theoretical-computer-science--2436,UC Berkeley Executive Education,https://www.classcentral.com/university/pku,Computer Science Courses,Self paced
"Computing: Art, Magic, Science",https://www.classcentral.com/course/edx-computing-art-magic-science-2195,UC Berkeley Executive Education,https://www.classcentral.com/university/ethzurich,Computer Science Courses,Self paced
Improving Confidence in Sustainability Performance Data,https://www.classcentral.com/course/opensap-improving-confidence-in-sustainability-performance-data-11862,Cornell University,https://www.classcentral.com/subject/social-sciences?page=11,Social Sciences Courses,Self paced
The Korean Story : Secrets of an Economic Miracle,https://www.classcentral.com/course/edx-the-korean-story-secrets-of-an-economic-miracle-12110,Cornell University,https://www.classcentral.com/institution/sdg-academy,Social Sciences Courses,Self paced
Counseling and Psychotherapy Theory,https://www.classcentral.com/course/edx-counseling-and-psychotherapy-theory-9425,Cornell University,https://www.classcentral.com/university/seoul,Social Sciences Courses,Self paced
Social Network Analysis,https://www.classcentral.com/course/coursera-social-network-analysis-338,UC Berkeley Executive Education,https://www.classcentral.com/university/umich,Data Science Courses,"6th Oct, 2014"
Data Science en Agricultura,https://www.classcentral.com/course/canvas-network-data-science-en-agricultura-2618,UC Berkeley Executive Education,https://www.classcentral.com/university/uah,Data Science Courses,"20th Oct, 2014"
UT.7.01x: Foundations of Data Analysis,https://www.classcentral.com/course/edx-ut-7-01x-foundations-of-data-analysis-2244,UC Berkeley Executive Education,https://www.classcentral.com/university/utexas,Data Science Courses,"4th Nov, 2014"
Programmation Concurrente (avec Java),https://www.classcentral.com/course/edx-programmation-concurrente-avec-java-8369,UC Berkeley Executive Education,https://www.classcentral.com/university/sorbonne,Programming Courses,Self paced
ES6 - JavaScript Improved,https://www.classcentral.com/course/udacity-es6-javascript-improved-8543,UC Berkeley Executive Education,https://www.classcentral.com/subject/programming-and-software-development?page=10,Programming Courses,Self paced
Software Analysis & Testing,https://www.classcentral.com/course/udacity-software-analysis-testing-8568,UC Berkeley Executive Education,https://www.classcentral.com/university/gatech,Programming Courses,Self paced
International Business,https://www.classcentral.com/course/swayam-international-business-19899,Columbia Business School Executive Education,https://www.classcentral.com/institution/cec,Business Courses,"5th Jul, 2020"
Introduction to Micro-Influence for Creative Professionals,https://www.classcentral.com/course/kadenze-introduction-to-micro-influence-for-creative-professionals-20081,Columbia Business School Executive Education,https://www.classcentral.com/subject/business?page=11,Business Courses,Self paced
Foundation of Computational Fluid Dynamics,https://www.classcentral.com/course/swayam-foundation-of-computational-fluid-dynamics-3975,UC Berkeley Executive Education,https://www.classcentral.com/university/iitm,Engineering Courses,"19th Jul, 2020"
Basic Electrical Circuits,https://www.classcentral.com/course/swayam-basic-electrical-circuits-618,UC Berkeley Executive Education,https://www.classcentral.com/university/iitm,Engineering Courses,"19th Jul, 2020"
Classical Sonatinas and Sonatas at the Piano,https://www.classcentral.com/course/kadenze-classical-sonatinas-and-sonatas-at-the-piano-17262,New York University Tandon School of Engineering,https://www.classcentral.com/subject/art-and-design?page=8,Art & Design Courses,Self paced
Inclusive Teaching at the Piano,https://www.classcentral.com/course/kadenze-inclusive-teaching-at-the-piano-17263,New York University Tandon School of Engineering,https://www.classcentral.com/subject/art-and-design?page=8,Art & Design Courses,Self paced
Teaching Adult Piano,https://www.classcentral.com/course/kadenze-teaching-adult-piano-17264,New York University Tandon School of Engineering,https://www.classcentral.com/subject/art-and-design?page=8,Art & Design Courses,Self paced
Basiscursus informatievaardigheden,https://www.classcentral.com/course/canvas-network-basiscursus-informatievaardigheden-9034,UC Berkeley Executive Education,https://www.classcentral.com/university/vub,Personal Development Courses,"11th Sep, 2017"
Persuasive Communication: What Makes Messages Persuasive?,https://www.classcentral.com/course/persuasive-communication-8116,UC Berkeley Executive Education,https://www.classcentral.com/university/purdue,Personal Development Courses,"16th Oct, 2017"
Communication in Virtual and Mobile Work,https://www.classcentral.com/course/canvas-network-communication-in-virtual-and-mobile-work-8835,UC Berkeley Executive Education,https://www.classcentral.com/subject/personal-development?page=10,Personal Development Courses,"30th Oct, 2017"
Introducción a Ciencias Biológicas II,https://www.classcentral.com/course/miriadax-introduccion-a-ciencias-biologicas-ii-14842,Kellogg School of Management,https://www.classcentral.com/institution/elbio-fernandez,Science Courses,Self paced
Introducción a Ciencias Biológicas III,https://www.classcentral.com/course/miriadax-introduccion-a-ciencias-biologicas-iii-14843,Kellogg School of Management,https://www.classcentral.com/institution/elbio-fernandez,Science Courses,Self paced
Introducción a Ciencias Biológicas I,https://www.classcentral.com/course/miriadax-introduccion-a-ciencias-biologicas-i-14844,Kellogg School of Management,https://www.classcentral.com/institution/elbio-fernandez,Science Courses,Self paced
Calliope mini in der Sekundarstufe I einsetzen,https://www.classcentral.com/course/opensap-calliope-mini-in-der-sekundarstufe-i-einsetzen-19599,Kellogg School of Management at Northwestern,https://www.classcentral.com/subject/education?page=11,Education & Teaching Courses,Self paced
Classroom Strategies for Inquiry-Based Learning,https://www.classcentral.com/course/edx-classroom-strategies-for-inquiry-based-learning-5259,Kellogg School of Management at Northwestern,https://www.classcentral.com/university/utexas,Education & Teaching Courses,Self paced
Introduction to Computer Vision,https://www.classcentral.com/course/udacity-introduction-to-computer-vision-1022,UC Berkeley Executive Education,https://www.classcentral.com/university/gatech,Computer Science Courses,Self paced
Computational Photography,https://www.classcentral.com/course/udacity-computational-photography-1023,UC Berkeley Executive Education,https://www.classcentral.com/university/gatech,Computer Science Courses,Self paced
GT - Refresher - Advanced OS,https://www.classcentral.com/course/udacity-gt-refresher-advanced-os-4734,UC Berkeley Executive Education,https://www.classcentral.com/university/gatech,Computer Science Courses,Self paced
Introduction to Economics: Macroeconomics,https://www.classcentral.com/course/edx-introduction-to-economics-macroeconomics-7371,Cornell University,https://www.classcentral.com/university/seoul,Social Sciences Courses,Self paced
Trends in e-Psychology,https://www.classcentral.com/course/edx-trends-in-e-psychology-3463,Cornell University,https://www.classcentral.com/university/kuleuven,Social Sciences Courses,Self paced
BD**2: Des Bases de Données à Big Data,https://www.classcentral.com/course/france-universite-numerique-bd-2-des-bases-de-donnees-a-big-data-10912,UC Berkeley Executive Education,https://www.classcentral.com/university/universite-cote-dazur,Data Science Courses,"1st Dec, 2014"
Computational Methods for Data Analysis,https://www.classcentral.com/course/compmethods-595,UC Berkeley Executive Education,https://www.classcentral.com/university/uw,Data Science Courses,"5th Jan, 2015"
Statistical Analysis of fMRI Data,https://www.classcentral.com/course/fmri-1035,UC Berkeley Executive Education,https://www.classcentral.com/university/jhu,Data Science Courses,"9th Feb, 2015"
Database Systems Concepts & Design,https://www.classcentral.com/course/udacity-database-systems-concepts-design-8573,UC Berkeley Executive Education,https://www.classcentral.com/university/gatech,Programming Courses,Self paced
Introduction to Python Programming,https://www.classcentral.com/course/udacity-introduction-to-python-programming-8577,UC Berkeley Executive Education,https://www.classcentral.com/subject/programming-and-software-development?page=10,Programming Courses,Self paced
Effective Communication for Program and Project Stakeholders and Teams,https://www.classcentral.com/course/edx-effective-communication-for-program-and-project-stakeholders-and-teams-19740,Columbia Business School Executive Education,https://www.classcentral.com/university/usmd,Business Courses,Self paced
New Models of Business in Society,https://www.classcentral.com/course/businessinsociety-648,Columbia Business School Executive Education,https://www.classcentral.com/university/uva,Business Courses,"1st Jun, 2020"
Customer Analytics,https://www.classcentral.com/course/wharton-customer-analytics-4353,Columbia Business School Executive Education,https://www.classcentral.com/university/penn,Business Courses,"1st Jun, 2020"
Digital VLSI Testing,https://www.classcentral.com/course/swayam-digital-vlsi-testing-7956,UC Berkeley Executive Education,https://www.classcentral.com/university/iit-kharagpur,Engineering Courses,"19th Jul, 2020"
Housing Policy & Planning,https://www.classcentral.com/course/swayam-housing-policy-planning-7970,UC Berkeley Executive Education,https://www.classcentral.com/university/iit-roorkee,Engineering Courses,"19th Jul, 2020"
Teaching Jazz at the Piano,https://www.classcentral.com/course/kadenze-teaching-jazz-at-the-piano-17265,New York University Tandon School of Engineering,https://www.classcentral.com/subject/art-and-design?page=8,Art & Design Courses,Self paced
Performance Anxiety Management: How to Prepare for your Best Performance,https://www.classcentral.com/course/kadenze-performance-anxiety-management-how-to-prepare-for-your-best-performance-18084,New York University Tandon School of Engineering,https://www.classcentral.com/institution/francis-clark,Art & Design Courses,Self paced
Comunicación en entornos virtuales y móviles,https://www.classcentral.com/course/canvas-network-comunicacion-en-entornos-virtuales-y-moviles-10666,UC Berkeley Executive Education,https://www.classcentral.com/subject/personal-development?page=10,Personal Development Courses,"30th Oct, 2017"
上司を活かし組織を動かす実践フォロワーシップ講座 (ga087),https://www.classcentral.com/course/gacco--ga087-9044,UC Berkeley Executive Education,https://www.classcentral.com/subject/personal-development?page=10,Personal Development Courses,"1st Nov, 2017"
"Maître d'Apprentissage : ""Encadrer et faire Grandir""",https://www.classcentral.com/course/france-universite-numerique-maitre-d-apprentissage-encadrer-et-faire-grandir-11008,UC Berkeley Executive Education,https://www.classcentral.com/university/nantes,Personal Development Courses,"6th Nov, 2017"
Curso Básico de Seguros Agrarios,https://www.classcentral.com/course/miriadax-curso-basico-de-seguros-agrarios-14865,Kellogg School of Management,https://www.classcentral.com/university/upm,Science Courses,Self paced
Alfabetización científica: Ciencia para todos,https://www.classcentral.com/course/miriadax-alfabetizacion-cientifica-ciencia-para-todos-14607,Kellogg School of Management,https://www.classcentral.com/university/valparaiso,Science Courses,Self paced
Bioética medioambiental: De una forma de vida humana insostenible hacia una sustentable,https://www.classcentral.com/course/miriadax-bioetica-medioambiental-de-una-forma-de-vida-humana-insostenible-hacia-una-sustentable-14610,Kellogg School of Management,https://www.classcentral.com/university/valparaiso,Science Courses,Self paced
Coding a scuola con Software Libero,https://www.classcentral.com/course/edx-coding-a-scuola-con-software-libero-13473,Kellogg School of Management at Northwestern,https://www.classcentral.com/university/university-of-naples,Education & Teaching Courses,Self paced
#Multinclude Mooc,https://www.classcentral.com/course/independent-multinclude-mooc-19147,Kellogg School of Management at Northwestern,https://www.classcentral.com/university/malmo,Education & Teaching Courses,Self paced
Software Architecture & Design,https://www.classcentral.com/course/udacity-software-architecture-design-3418,UC Berkeley Executive Education,https://www.classcentral.com/university/gatech,Computer Science Courses,Self paced
Introduction to Operating Systems,https://www.classcentral.com/course/udacity-introduction-to-operating-systems-3419,UC Berkeley Executive Education,https://www.classcentral.com/university/gatech,Computer Science Courses,Self paced
จิตวิทยากับชีวิตประจำวัน (Psychology and Daily Life),https://www.classcentral.com/course/thaimooc--------psychology-and-daily-life-15084,Cornell University,https://www.classcentral.com/university/cmuniv,Social Sciences Courses,Self paced
Intro to Traffic Flow Modeling and Intelligent Transport Systems,https://www.classcentral.com/course/edx-intro-to-traffic-flow-modeling-and-intelligent-transport-systems-12728,Cornell University,https://www.classcentral.com/university/epfl,Social Sciences Courses,Self paced
Lean Research Skills for Conducting Interviews,https://www.classcentral.com/course/edx-lean-research-skills-for-conducting-interviews-11441,Cornell University,https://www.classcentral.com/university/mit,Social Sciences Courses,Self paced
High Performance Scientific Computing,https://www.classcentral.com/course/scicomp-764,UC Berkeley Executive Education,https://www.classcentral.com/university/uw,Data Science Courses,"20th Feb, 2015"
Bioinformatics Algorithms (Part 2),https://www.classcentral.com/course/bioinformatics2-2290,UC Berkeley Executive Education,https://www.classcentral.com/university/ucsd,Data Science Courses,"16th Mar, 2015"
Localization Essentials,https://www.classcentral.com/course/udacity-localization-essentials-8618,UC Berkeley Executive Education,https://www.classcentral.com/institution/google,Programming Courses,Self paced
Asynchronous JavaScript Requests,https://www.classcentral.com/course/udacity-asynchronous-javascript-requests-8667,UC Berkeley Executive Education,https://www.classcentral.com/subject/programming-and-software-development?page=10,Programming Courses,Self paced
Wie funktioniert eine Suchmaschine?,https://www.classcentral.com/course/openhpi-wie-funktioniert-eine-suchmaschine-11852,UC Berkeley Executive Education,https://www.classcentral.com/subject/programming-and-software-development?page=10,Programming Courses,Self paced
Content Strategy for Professionals: Engaging Audiences,https://www.classcentral.com/course/engagement-strategy-727,Columbia Business School Executive Education,https://www.classcentral.com/university/northwestern,Business Courses,"22nd Jun, 2020"
Оценка стоимости компании,https://www.classcentral.com/course/ocenka-stoimosti-kompanii-5530,Columbia Business School Executive Education,https://www.classcentral.com/university/hse,Business Courses,"22nd Jun, 2020"
¿Cómo construir mi modelo de negocio?,https://www.classcentral.com/course/construir-mi-modelo-de-negocio-5561,Columbia Business School Executive Education,https://www.classcentral.com/university/uniandes,Business Courses,"22nd Jun, 2020"
Control engineering,https://www.classcentral.com/course/swayam-control-engineering-10070,UC Berkeley Executive Education,https://www.classcentral.com/university/iitm,Engineering Courses,"19th Jul, 2020"
Mechanical Measurement Systems,https://www.classcentral.com/course/swayam-mechanical-measurement-systems-10084,UC Berkeley Executive Education,https://www.classcentral.com/university/iit-roorkee,Engineering Courses,"19th Jul, 2020"
Semiconductor Optoelectronics,https://www.classcentral.com/course/swayam-semiconductor-optoelectronics-10043,UC Berkeley Executive Education,https://www.classcentral.com/university/iitd,Engineering Courses,"19th Jul, 2020"
"First Nights - Stravinsky’s Rite of Spring: Modernism, Ballet, and Riots",https://www.classcentral.com/course/edx-first-nights-stravinsky-s-rite-of-spring-modernism-ballet-and-riots-7319,New York University Tandon School of Engineering,https://www.classcentral.com/university/harvard,Art & Design Courses,Self paced
Teaching Improvisation and Composition (from The Beginner Course),https://www.classcentral.com/course/kadenze-teaching-improvisation-and-composition-from-the-beginner-course-18085,New York University Tandon School of Engineering,https://www.classcentral.com/institution/francis-clark,Art & Design Courses,Self paced
Teaching Musical Concepts (from The Beginner Course),https://www.classcentral.com/course/kadenze-teaching-musical-concepts-from-the-beginner-course-18086,New York University Tandon School of Engineering,https://www.classcentral.com/institution/francis-clark,Art & Design Courses,Self paced
Leveraging the Power of Professional Communities,https://www.classcentral.com/course/leveraging-the-power-of-professional-com-9140,UC Berkeley Executive Education,https://www.classcentral.com/university/ucsd,Personal Development Courses,"13th Nov, 2017"
GEONATURA: Applied Geomatics to Social and Environmental Issues,https://www.classcentral.com/course/miriadax-geonatura-applied-geomatics-to-social-and-environmental-issues-14613,Kellogg School of Management,https://www.classcentral.com/university/nova,Science Courses,Self paced
Cambio Climático: Huella y Contrahuella de carbono,https://www.classcentral.com/course/miriadax-cambio-climatico-huella-y-contrahuella-de-carbono-14621,Kellogg School of Management,https://www.classcentral.com/university/upm,Science Courses,Self paced
Using Technology in Evidence-Based Teaching and Learning,https://www.classcentral.com/course/technology-teaching-learning-13064,Kellogg School of Management at Northwestern,https://www.classcentral.com/university/chartered-teaching,Education & Teaching Courses,Self paced
Teaching Primary Science: Human Spaceflight,https://www.classcentral.com/course/stem-teaching-primary-science-human-spaceflight-16957,Kellogg School of Management at Northwestern,https://www.classcentral.com/institution/stem-learning,Education & Teaching Courses,Self paced
The Bloomington School,https://www.classcentral.com/course/independent-the-bloomington-school-19455,Kellogg School of Management at Northwestern,https://www.classcentral.com/university/francisco-marroquin,Education & Teaching Courses,Self paced
Administración de Proyectos de Tecnologías de la Información,https://www.classcentral.com/course/edx-administracion-de-proyectos-de-tecnologias-de-la-informacion-4057,UC Berkeley Executive Education,https://www.classcentral.com/institution/mexicox,Computer Science Courses,Self paced
High Performance Computing,https://www.classcentral.com/course/udacity-high-performance-computing-1028,UC Berkeley Executive Education,https://www.classcentral.com/university/gatech,Computer Science Courses,Self paced
Writing READMEs,https://www.classcentral.com/course/udacity-writing-readmes-4860,UC Berkeley Executive Education,https://www.classcentral.com/subject/cs?page=10,Computer Science Courses,Self paced
